,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
487,ALPK3,63.07495678,1.67109223,0.322872482,5.175703482,2.27053817157784e-07,1.47451420083643e-05
488,ALPL,12.69488457,-0.115775732,0.617428097,-0.187512898,0.851258512,NA
489,ALPP,0.115025653,0,5.39771668,0,1,NA
490,ALS2,786.7031329,-0.133236155,0.106176346,-1.254857227,0.209530594,0.481920366
491,ALS2CL,8.18564535,0.017742982,1.600041403,0.011089077,0.991152378,NA
492,ALS2CR11,30.77115846,0.0824962,0.485410101,0.169951551,0.865048239,NA
493,ALS2CR12,48.23701629,0.047049324,0.385237555,0.122130678,0.902795526,0.962878526
494,ALX1,35.80995034,-0.671954294,0.385094024,-1.744909693,0.08100059,NA
495,ALX3,0,NA,NA,NA,NA,NA
496,ALX4,0.092514041,0,5.39771668,0,1,NA
497,ALYREF,191.3525745,-0.679560993,0.206831248,-3.285581835,0.00101772,0.013644377
498,AMBN,0,NA,NA,NA,NA,NA
499,AMBRA1,310.6481238,0.230049037,0.154012219,1.4937064,0.135252375,0.378942328
500,AMD1,678.2698226,0.01259745,0.132801547,0.094859214,0.924426653,0.970449719
501,AMDHD1,9.513773236,-1.230295198,0.800175029,-1.537532605,0.124162937,NA
502,AMDHD2,79.73230931,0.680590522,0.274900983,2.475766057,0.013295066,0.088243005
503,AMER1,73.49320082,-0.124819954,0.292706591,-0.426433696,0.669791852,0.848310517
504,AMER2,0.831000064,0,2.991754842,0,1,NA
505,AMFR,454.3671825,0.101732063,0.135744169,0.749439649,0.453592261,0.710978499
506,AMH,31.76054684,0.510809106,0.526488991,0.970218019,0.331937831,NA
507,AMHR2,12.600566,1.144897903,0.83684802,1.368107321,0.171278485,NA
508,AMICA1,1.308942644,0,2.734757929,0,1,NA
509,AMIGO1,33.99887906,0.01270579,0.45667983,0.027822095,0.977804043,NA
510,AMIGO2,51.62297924,-0.280915057,0.348609652,-0.805815491,0.420349245,0.685191683
511,AMIGO3,56.41427648,1.206179584,0.368456281,3.273602994,0.001061857,0.01406748
512,AMMECR1,204.227529,0.240409002,0.181565507,1.32408961,0.185473286,0.451018739
513,AMMECR1L,408.8157607,0.05196329,0.151382841,0.343257465,0.731404777,0.883299468
514,AMN,49.47049372,0.253738046,0.394408461,0.643338243,0.520004647,0.75670272
515,AMN1,25.02154868,0.025000318,0.484964339,0.051550838,0.958886593,NA
516,AMOT,318.4901793,-0.337698945,0.145566383,-2.319896511,0.020346476,0.116052003
517,AMOTL1,354.6216999,-0.132007098,0.157820394,-0.836438779,0.402908104,0.673517628
518,AMOTL2,1948.159639,0.278951252,0.106502612,2.619196357,0.00881372,0.066242905
519,AMPD1,0.34288337,0,4.658201544,0,1,NA
520,AMPD2,254.4101492,0.353947284,0.173481612,2.040258209,0.041324615,0.182740178
521,AMPD3,105.5821398,0.138235435,0.239958363,0.576080921,0.564560486,0.787736693
522,AMT,67.94533601,0.248681848,0.291505398,0.853095172,0.393606529,0.665680761
523,AMTN,0,NA,NA,NA,NA,NA
524,AMZ1,108.6361323,0.683430852,0.241818979,2.826208491,0.004710259,0.042740766
525,AMZ2,43.67329313,-0.188771934,0.355424857,-0.531116298,0.595338191,0.807452331
526,ANAPC1,899.5643938,-0.164246464,0.103135074,-1.592537408,0.111264005,0.337868794
527,ANAPC10,161.8066527,-0.247824233,0.221418958,-1.119254805,0.263031451,0.546319995
528,ANAPC11,71.76489906,-0.083517199,0.279147886,-0.299186213,0.764797968,0.899187387
529,ANAPC13,143.907949,-0.235535135,0.200426164,-1.175171596,0.239926072,0.519532084
530,ANAPC15,6.529355403,-0.089998584,0.943946795,-0.095342856,0.924042503,NA
531,ANAPC16,94.14377286,-0.237511573,0.236232933,-1.005412622,0.314698204,0.595815808
532,ANAPC2,192.4281853,0.263944092,0.189114198,1.395686284,0.162808987,0.42114176
533,ANAPC4,238.4103184,-0.09300931,0.171845879,-0.541236779,0.58834439,0.803349049
534,ANAPC5,397.0872308,0.056804789,0.134199749,0.423285364,0.672087072,0.849297629
535,ANAPC7,406.5944805,-0.194460205,0.135699137,-1.433024632,0.151850798,0.405419646
536,ANG,4.590187706,-0.280349023,1.172664805,-0.239070041,0.811051272,NA
537,ANGEL1,107.3196093,0.411753313,0.229247383,1.796109108,0.072477166,0.260909108
538,ANGEL2,287.2483454,-0.100515517,0.182105852,-0.551962038,0.580974363,0.799634474
539,ANGPT1,189.0753737,-0.209327399,0.169541605,-1.234666848,0.216954519,0.492647702
540,ANGPT2,0,NA,NA,NA,NA,NA
541,ANGPT4,0.089896361,0,5.39771668,0,1,NA
542,ANGPTL1,0.149005117,0,5.39771668,0,1,NA
543,ANGPTL2,92.8964922,-0.151855676,0.257555524,-0.589603644,0.555456408,0.781066356
544,ANGPTL3,1.465784906,0,2.752730436,0,1,NA
545,ANGPTL4,0.556597816,1.362173425,3.701476171,0.368008157,0.712867152,NA
546,ANGPTL5,0.15048048,0,5.39771668,0,1,NA
547,ANGPTL6,0.70069819,-1.840913883,3.106207635,-0.592656416,0.553411115,NA
548,ANGPTL7,0.970837113,3.539043523,2.635581683,1.342794096,0.179338656,NA
549,ANHX,0,NA,NA,NA,NA,NA
550,ANK1,960.8222348,0.259562372,0.114664106,2.263675892,0.023594056,0.12824428
551,ANK2,954.4259698,-0.166451004,0.106986115,-1.555818754,0.119751197,0.352861179
552,ANK3,41.95511495,0.074311501,0.336452344,0.220867836,0.825195342,NA
553,ANKAR,73.09722647,-0.017506183,0.294094549,-0.059525698,0.952533398,0.981170624
554,ANKDD1A,2.765857325,-0.129312117,1.788567731,-0.072299256,0.942363756,NA
555,ANKDD1B,41.92550631,-0.205736696,0.417120987,-0.493230268,0.621849893,NA
556,ANKEF1,67.31369703,-0.196228364,0.308217225,-0.636656058,0.524348902,0.759250917
557,ANKFY1,0.403388604,-0.532796901,3.864236315,-0.137878964,0.890336076,NA
558,ANKH,234.7290928,-0.032121031,0.17248736,-0.186222521,0.852270263,0.939540775
559,ANKIB1,576.2007522,0.007720801,0.119203992,0.064769652,0.948357405,0.979472153
560,ANKLE1,0.512766445,1.359906288,3.621848639,0.375472976,0.707308741,NA
561,ANKMY1,8.371388122,0.179544014,0.846047227,0.21221512,0.831939211,NA
562,ANKMY2,88.76095953,-0.443143982,0.256415456,-1.728226487,0.083947627,0.284677003
563,ANKRA2,178.3491321,-0.082807734,0.207394171,-0.399277055,0.689689072,0.859645961
564,ANKRD1,130.1814361,0.261054849,0.230917026,1.130513646,0.258259852,0.540096916
565,ANKRD12,1005.598128,-0.25074557,0.12159957,-2.062059674,0.039202055,0.17664926
566,ANKRD13A,274.4145485,-0.242194021,0.168096939,-1.440799709,0.149641276,0.40228239
567,ANKRD13B,118.1635952,0.377526296,0.241533767,1.563037336,0.118043813,0.350409698
568,ANKRD13C,616.0846802,-0.392450033,0.12775882,-3.071803829,0.002127695,0.023515882
569,ANKRD13D,60.81950173,0.220472813,0.338178244,0.651942628,0.514438184,0.752686577
570,ANKRD16,72.31792902,-0.067456456,0.297065661,-0.227075911,0.820364715,0.925471047
571,ANKRD2,8.773283971,1.078874783,0.995409467,1.083850234,0.278431208,NA
572,ANKRD22,1.7135654,0.807706407,1.828470788,0.441738754,0.658678263,NA
573,ANKRD23,42.4512298,0.207099802,0.428212906,0.48363746,0.628643185,NA
574,ANKRD24,29.68616682,0.166666756,0.511371974,0.325920786,0.744484289,NA
575,ANKRD26,6.176734773,2.506641729,1.317999189,1.901853772,0.057190274,NA
576,ANKRD27,328.7738944,0.147005623,0.144324291,1.01857852,0.308403106,0.589173863
577,ANKRD28,899.5123003,0.042774136,0.105988367,0.403573878,0.686526098,0.858136031
578,ANKRD29,29.09160626,-0.19886722,0.423980406,-0.469048138,0.639035228,NA
579,ANKRD32,182.4656055,-0.291020187,0.22923198,-1.269544446,0.204246949,0.475491491
580,ANKRD33B,193.8396101,0.936856687,0.257214665,3.642314431,0.000270198,0.005058865
581,ANKRD34A,15.77259461,0.047577558,0.547766837,0.086857317,0.930784927,NA
582,ANKRD34B,266.3758585,-0.674766843,0.163378666,-4.130079271,3.62638172653556e-05,0.000962441
583,ANKRD34C,0,NA,NA,NA,NA,NA
584,ANKRD35,3.846219364,1.29703062,2.238175408,0.579503561,0.562249444,NA
585,ANKRD37,6.230570076,-1.261396666,0.898200108,-1.404360403,0.160211556,NA
586,ANKRD39,59.24991673,-0.003045129,0.327203384,-0.009306534,0.992574567,0.997594669
587,ANKRD42,109.917016,0.12350776,0.246085181,0.50189028,0.615744703,0.819453438
588,ANKRD44,120.2040444,0.136091488,0.230128814,0.591370919,0.554271921,0.78041082
589,ANKRD45,0.161997868,0,5.39771668,0,1,NA
590,ANKRD46,110.742191,-0.087529223,0.249964422,-0.350166725,0.726213578,0.880507961
591,ANKRD49,112.0344288,-0.081565416,0.274877455,-0.296733743,0.766669794,0.899800105
592,ANKRD50,609.5897867,-0.324152262,0.118576925,-2.733687542,0.006262945,0.052780846
593,ANKRD52,1277.862046,0.064059978,0.11189484,0.572501631,0.566982181,0.789342154
594,ANKRD53,0,NA,NA,NA,NA,NA
595,ANKRD54,90.47878379,0.107160066,0.26062991,0.411157975,0.680956702,0.854740124
596,ANKRD55,0,NA,NA,NA,NA,NA
597,ANKRD6,1.429664935,2.90038425,2.237009954,1.29654508,0.194787759,NA
598,ANKRD60,2.117659818,-1.430445932,2.109638535,-0.678052618,0.497738331,NA
599,ANKRD61,8.766707423,0.19259025,0.987090183,0.195109073,0.84530756,NA
600,ANKRD62,8.185141964,0.901035101,0.822530108,1.095443306,0.27332247,NA
601,ANKRD63,1.256652721,0.240363846,2.152743188,0.111654678,0.911097217,NA
602,ANKRD65,100.6666881,0.323765529,0.265461467,1.219632861,0.222604084,0.499826572
603,ANKRD7,0.067958927,0,5.39771668,0,1,NA
604,ANKRD9,10.52802838,-0.479632751,0.821130064,-0.584113008,0.559144284,NA
605,ANKS1A,283.1655501,0.152248859,0.1586989,0.959356732,0.337379064,0.615098714
606,ANKS1B,60.82358981,0.227625706,0.329880462,0.690024817,0.490178581,0.736379556
607,ANKS3,100.7108067,0.365353752,0.238107703,1.534405425,0.124929944,0.362107328
608,ANKS4B,1.807708312,-2.029528087,2.036831803,-0.996414178,0.319048947,NA
609,ANKS6,30.71707295,0.807701352,0.459752594,1.75681739,0.07894894,NA
610,ANKUB1,0,NA,NA,NA,NA,NA
611,ANKZF1,321.225689,-0.022401078,0.150040063,-0.149300641,0.88131641,0.954398501
612,ANLN,2947.178748,-0.77299964,0.101022684,-7.651743281,1.98272768110942e-14,7.57707009211662e-12
613,ANO1,1.303044437,4.180052437,2.358417982,1.77239678,0.076328716,NA
614,ANO10,330.0755322,0.191483745,0.140157025,1.366208681,0.171873474,0.434256211
615,ANO2,161.4225341,-0.274008946,0.188860394,-1.450854471,0.146820388,0.398037483
616,ANO3,27.42620189,-1.604291236,0.478938384,-3.349681898,0.000809044,NA
617,ANO4,309.6075143,0.634531427,0.146304995,4.33704554,1.44410712994295e-05,0.000459893
618,ANO5,136.3936891,-0.022613396,0.208461785,-0.108477417,0.913616994,0.966123717
619,ANO6,14.3456591,1.284242167,0.666910829,1.925657992,0.054147092,NA
620,ANO7,15.37945089,0.189064519,0.669000644,0.282607379,0.777477823,NA
621,ANO8,113.208732,0.426645988,0.254989379,1.673191208,0.094289661,0.307067213
622,ANO9,0.092514041,0,5.39771668,0,1,NA
623,ANP32A,459.6017477,-0.467731945,0.123032926,-3.801681072,0.000143718,0.003026361
624,ANP32B,493.6817401,-0.359462058,0.146640455,-2.451315765,0.014233503,0.092313372
