gene_name,gene_id,start,end,chromosome,chromosome_nc
DZANK1,gene-DZANK1,47433137,47528267,chr2,NC_023643.1
POLR3F,gene-POLR3F,47527351,47546932,chr2,NC_023643.1
RBBP9,gene-RBBP9,47549090,47559459,chr2,NC_023643.1
SEC23B,gene-SEC23B,47569734,47618229,chr2,NC_023643.1
DTD1,gene-DTD1,47645526,47808577,chr2,NC_023643.1
LOC103215012,gene-LOC103215012,47837774,47838964,chr2,NC_023643.1
SCP2D1,gene-SCP2D1,47855831,47856625,chr2,NC_023643.1
LOC103220816,gene-LOC103220816,48235394,48239180,chr2,NC_023643.1
SLC24A3,gene-SLC24A3,48238872,48736517,chr2,NC_023643.1
LOC103215053,gene-LOC103215053,48512219,48520748,chr2,NC_023643.1
LOC103215047,gene-LOC103215047,48560818,48569308,chr2,NC_023643.1
LOC103220819,gene-LOC103220819,48767339,48786466,chr2,NC_023643.1
RIN2,gene-RIN2,48768647,49020208,chr2,NC_023643.1
NAA20,gene-NAA20,49035065,49051560,chr2,NC_023643.1
CRNKL1,gene-CRNKL1,49052304,49070600,chr2,NC_023643.1
LOC103220827,gene-LOC103220827,49070600,49074415,chr2,NC_023643.1
C2H20orf26,gene-C2H20orf26,49070744,49352904,chr2,NC_023643.1
LOC103215132,gene-LOC103215132,49202850,49220143,chr2,NC_023643.1
LOC103215126,gene-LOC103215126,49317599,49318196,chr2,NC_023643.1
LOC103215122,gene-LOC103215122,49337689,49355374,chr2,NC_023643.1
INSM1,gene-INSM1,49360307,49363136,chr2,NC_023643.1
RALGAPA2,gene-RALGAPA2,49381251,49704946,chr2,NC_023643.1
LOC103215174,gene-LOC103215174,49706579,49718121,chr2,NC_023643.1
LOC103215200,gene-LOC103215200,50078431,50093713,chr2,NC_023643.1
LOC103215258,gene-LOC103215258,50104838,50113364,chr2,NC_023643.1
KIZ,gene-KIZ,50113210,50235910,chr2,NC_023643.1
LOC103215215,gene-LOC103215215,50181042,50182611,chr2,NC_023643.1
LOC103215211,gene-LOC103215211,50188961,50193748,chr2,NC_023643.1
XRN2,gene-XRN2,50287718,50373869,chr2,NC_023643.1
NKX2-4,gene-NKX2-4,50374867,50381509,chr2,NC_023643.1
LOC103215322,gene-LOC103215322,50476110,50477999,chr2,NC_023643.1
LOC103220837,gene-LOC103220837,50488808,50496767,chr2,NC_023643.1
NKX2-2,gene-NKX2-2,50499802,50511309,chr2,NC_023643.1
LOC103215305,gene-LOC103215305,50517849,50547949,chr2,NC_023643.1
PAX1,gene-PAX1,50706029,50722634,chr2,NC_023643.1
LOC103215349,gene-LOC103215349,50838219,50970190,chr2,NC_023643.1
LOC103215358,gene-LOC103215358,51559733,51576724,chr2,NC_023643.1
FOXA2,gene-FOXA2,51577127,51585168,chr2,NC_023643.1
SSTR4,gene-SSTR4,52027241,52034777,chr2,NC_023643.1
THBD,gene-THBD,52041950,52045946,chr2,NC_023643.1
CD93,gene-CD93,52074823,52082768,chr2,NC_023643.1
LOC103215396,gene-LOC103215396,52141059,52147432,chr2,NC_023643.1
LOC103215404,gene-LOC103215404,52176267,52274522,chr2,NC_023643.1
LOC103220845,gene-LOC103220845,52304170,52307971,chr2,NC_023643.1
NXT1,gene-NXT1,52357189,52361222,chr2,NC_023643.1
GZF1,gene-GZF1,52366146,52377423,chr2,NC_023643.1
NAPB,gene-NAPB,52379633,52395274,chr2,NC_023643.1
LOC103215417,gene-LOC103215417,52397681,52400909,chr2,NC_023643.1
LOC103215426,gene-LOC103215426,52412528,52429803,chr2,NC_023643.1
LOC103215433,gene-LOC103215433,52433065,52435522,chr2,NC_023643.1
LOC103215435,gene-LOC103215435,52451633,52455759,chr2,NC_023643.1
LOC103215442,gene-LOC103215442,52566762,52589425,chr2,NC_023643.1
LOC103215449,gene-LOC103215449,52636227,52648991,chr2,NC_023643.1
LOC103220872,gene-LOC103220872,52733689,52767209,chr2,NC_023643.1
LOC103220883,gene-LOC103220883,52759895,52784465,chr2,NC_023643.1
LOC103215452,gene-LOC103215452,52798439,52800376,chr2,NC_023643.1
LOC103215457,gene-LOC103215457,52805663,52806741,chr2,NC_023643.1
CST3,gene-CST3,52834497,52838785,chr2,NC_023643.1
LOC103215467,gene-LOC103215467,52887427,52891622,chr2,NC_023643.1
LOC103215476,gene-LOC103215476,52905230,52908433,chr2,NC_023643.1
LOC103215482,gene-LOC103215482,52941555,52946884,chr2,NC_023643.1
LOC103215492,gene-LOC103215492,52949490,52956007,chr2,NC_023643.1
LOC103215502,gene-LOC103215502,52972068,52977192,chr2,NC_023643.1
CST5,gene-CST5,53015431,53020125,chr2,NC_023643.1
LOC103215538,gene-LOC103215538,53072297,53106185,chr2,NC_023643.1
LOC103215554,gene-LOC103215554,53179120,53188973,chr2,NC_023643.1
LOC103215557,gene-LOC103215557,53231007,53240645,chr2,NC_023643.1
LOC103215563,gene-LOC103215563,53272231,53281964,chr2,NC_023643.1
LOC103215590,gene-LOC103215590,53531351,53532611,chr2,NC_023643.1
SYNDIG1,gene-SYNDIG1,53532455,53682063,chr2,NC_023643.1
CPXM1,gene-CPXM1,53747355,53753899,chr2,NC_023643.1
EBF4,gene-EBF4,53786397,53850935,chr2,NC_023643.1
IDH3B,gene-IDH3B,53875991,53882069,chr2,NC_023643.1
NOP56,gene-NOP56,53882070,53887867,chr2,NC_023643.1
TMC2,gene-TMC2,53903305,54002599,chr2,NC_023643.1
LOC103215644,gene-LOC103215644,53942243,53943734,chr2,NC_023643.1
ZNF343,gene-ZNF343,54030471,54053240,chr2,NC_023643.1
SNRPB,gene-SNRPB,54064240,54073341,chr2,NC_023643.1
TGM6,gene-TGM6,54100262,54152019,chr2,NC_023643.1
TGM3,gene-TGM3,54189888,54236714,chr2,NC_023643.1
LOC103215692,gene-LOC103215692,54325746,54326991,chr2,NC_023643.1
LOC103215699,gene-LOC103215699,54356033,54364657,chr2,NC_023643.1
STK35,gene-STK35,54382703,54431658,chr2,NC_023643.1
LOC103215703,gene-LOC103215703,54387407,54390083,chr2,NC_023643.1
PDYN,gene-PDYN,54535516,54551085,chr2,NC_023643.1
SIRPA,gene-SIRPA,54590151,54636381,chr2,NC_023643.1
LOC103215761,gene-LOC103215761,54653961,54759989,chr2,NC_023643.1
LOC103215749,gene-LOC103215749,54654298,54727314,chr2,NC_023643.1
LOC103215742,gene-LOC103215742,54757690,54782619,chr2,NC_023643.1
LOC103220897,gene-LOC103220897,54836456,54838873,chr2,NC_023643.1
LOC103215767,gene-LOC103215767,54857467,54911533,chr2,NC_023643.1
LOC103215816,gene-LOC103215816,54947946,54967683,chr2,NC_023643.1
LOC103215800,gene-LOC103215800,54976549,54999576,chr2,NC_023643.1
LOC103215791,gene-LOC103215791,54999567,55030174,chr2,NC_023643.1
LOC103215783,gene-LOC103215783,55033555,55038866,chr2,NC_023643.1
SIRPB2,gene-SIRPB2,55079097,55098084,chr2,NC_023643.1
NSFL1C,gene-NSFL1C,55102384,55127928,chr2,NC_023643.1
FKBP1A,gene-FKBP1A,55170816,55195380,chr2,NC_023643.1
LOC103215905,gene-LOC103215905,55171152,55187809,chr2,NC_023643.1
SDCBP2,gene-SDCBP2,55235926,55255293,chr2,NC_023643.1
SNPH,gene-SNPH,55255872,55297521,chr2,NC_023643.1
LOC103215931,gene-LOC103215931,55298983,55314808,chr2,NC_023643.1
RAD21L1,gene-RAD21L1,55299061,55335200,chr2,NC_023643.1
C2H20orf202,gene-C2H20orf202,55338146,55339068,chr2,NC_023643.1
TMEM74B,gene-TMEM74B,55356081,55361265,chr2,NC_023643.1
PSMF1,gene-PSMF1,55373939,55415928,chr2,NC_023643.1
RSPO4,gene-RSPO4,55535042,55576807,chr2,NC_023643.1
ANGPT4,gene-ANGPT4,55619463,55654843,chr2,NC_023643.1
LOC103215951,gene-LOC103215951,55633291,55634562,chr2,NC_023643.1
LOC103215971,gene-LOC103215971,55663141,55693155,chr2,NC_023643.1
FAM110A,gene-FAM110A,55679012,55692782,chr2,NC_023643.1
SLC52A3,gene-SLC52A3,55744934,55760957,chr2,NC_023643.1
SCRT2,gene-SCRT2,55842754,55856777,chr2,NC_023643.1
LOC103215985,gene-LOC103215985,55845646,55851038,chr2,NC_023643.1
SRXN1,gene-SRXN1,55866050,55870568,chr2,NC_023643.1
TCF15,gene-TCF15,55909945,55916186,chr2,NC_023643.1
CSNK2A1,gene-CSNK2A1,55982259,56047023,chr2,NC_023643.1
TBC1D20,gene-TBC1D20,56065975,56093521,chr2,NC_023643.1
MMP24,gene-MMP24,56153277,56183026,chr2,NC_023643.1
LOC103216023,gene-LOC103216023,56183585,56185040,chr2,NC_023643.1
EIF6,gene-EIF6,56185419,56190993,chr2,NC_023643.1
FAM83C,gene-FAM83C,56191896,56199786,chr2,NC_023643.1
LOC103216057,gene-LOC103216057,56209851,56317572,chr2,NC_023643.1
GDF5,gene-GDF5,56340371,56346378,chr2,NC_023643.1
CEP250,gene-CEP250,56361451,56422146,chr2,NC_023643.1
LOC103216130,gene-LOC103216130,56424277,56428174,chr2,NC_023643.1
C2H20orf173,gene-C2H20orf173,56432202,56441458,chr2,NC_023643.1
LOC103216150,gene-LOC103216150,56439714,56440821,chr2,NC_023643.1
GINS1,gene-GINS1,56448443,56467908,chr2,NC_023643.1
LOC103216154,gene-LOC103216154,56450460,56469949,chr2,NC_023643.1
ERGIC3,gene-ERGIC3,56474811,56482788,chr2,NC_023643.1
LOC103216175,gene-LOC103216175,56483428,56534706,chr2,NC_023643.1
SPAG4,gene-SPAG4,56542715,56548465,chr2,NC_023643.1
LOC103216195,gene-LOC103216195,56552817,56590661,chr2,NC_023643.1
NFS1,gene-NFS1,56592304,56617510,chr2,NC_023643.1
ROMO1,gene-ROMO1,56617468,56619136,chr2,NC_023643.1
RBM39,gene-RBM39,56621692,56645028,chr2,NC_023643.1
LOC103216292,gene-LOC103216292,56670828,56673943,chr2,NC_023643.1
PHF20,gene-PHF20,56710310,56810249,chr2,NC_023643.1
SCAND1,gene-SCAND1,56813371,56814367,chr2,NC_023643.1
CNBD2,gene-CNBD2,56814312,56889887,chr2,NC_023643.1
LOC103220939,gene-LOC103220939,56947074,56975225,chr2,NC_023643.1
EPB41L1,gene-EPB41L1,56947777,57085856,chr2,NC_023643.1
AAR2,gene-AAR2,57088636,57117591,chr2,NC_023643.1
LOC103220943,gene-LOC103220943,57138286,57220579,chr2,NC_023643.1
DLGAP4,gene-DLGAP4,57159747,57385636,chr2,NC_023643.1
MYL9,gene-MYL9,57397836,57405856,chr2,NC_023643.1
TGIF2,gene-TGIF2,57437535,57461975,chr2,NC_023643.1
C2H20orf24,gene-C2H20orf24,57473593,57477322,chr2,NC_023643.1
DSN1,gene-DSN1,57511171,57525241,chr2,NC_023643.1
SOGA1,gene-SOGA1,57536995,57615622,chr2,NC_023643.1
LOC103216542,gene-LOC103216542,57627690,57628784,chr2,NC_023643.1
TLDC2,gene-TLDC2,57629205,57640736,chr2,NC_023643.1
SAMHD1,gene-SAMHD1,57641634,57699685,chr2,NC_023643.1
LOC103216552,gene-LOC103216552,57732994,57754606,chr2,NC_023643.1
LOC103216570,gene-LOC103216570,57777098,57782660,chr2,NC_023643.1
C2H21orf140,gene-C2H21orf140,57801845,57803444,chr2,NC_023643.1
SMIM11,gene-SMIM11,57814536,57828761,chr2,NC_023643.1
KCNE2,gene-KCNE2,57833459,57841052,chr2,NC_023643.1
LOC103216608,gene-LOC103216608,58022798,58026026,chr2,NC_023643.1
MRPS6,gene-MRPS6,58062923,58130815,chr2,NC_023643.1
LOC103216627,gene-LOC103216627,58070438,58071395,chr2,NC_023643.1
SLC5A3,gene-SLC5A3,58104938,58131225,chr2,NC_023643.1
LOC103220975,gene-LOC103220975,58233636,58247473,chr2,NC_023643.1
ATP5O,gene-ATP5O,58273181,58285615,chr2,NC_023643.1
ITSN1,gene-ITSN1,58298529,58543297,chr2,NC_023643.1
CRYZL1,gene-CRYZL1,58543603,58598133,chr2,NC_023643.1
DONSON,gene-DONSON,58598341,58627279,chr2,NC_023643.1
SON,gene-SON,58610076,58643758,chr2,NC_023643.1
GART,gene-GART,58641566,58682014,chr2,NC_023643.1
DNAJC28,gene-DNAJC28,58690499,58695302,chr2,NC_023643.1
TMEM50B,gene-TMEM50B,58701542,58730311,chr2,NC_023643.1
IFNGR2,gene-IFNGR2,58743365,58779922,chr2,NC_023643.1
IFNAR1,gene-IFNAR1,58824600,58854519,chr2,NC_023643.1
IL10RB,gene-IL10RB,58885166,58919687,chr2,NC_023643.1
IFNAR2,gene-IFNAR2,58920237,58954809,chr2,NC_023643.1
LOC103216912,gene-LOC103216912,59027896,59031083,chr2,NC_023643.1
OLIG1,gene-OLIG1,59107916,59110601,chr2,NC_023643.1
LOC103216923,gene-LOC103216923,59131184,59144851,chr2,NC_023643.1
OLIG2,gene-OLIG2,59151151,59161253,chr2,NC_023643.1
C2H21orf62,gene-C2H21orf62,59346296,59367721,chr2,NC_023643.1
PAXBP1,gene-PAXBP1,59378828,59416394,chr2,NC_023643.1
SYNJ1,gene-SYNJ1,59421561,59523076,chr2,NC_023643.1
C2H21orf59,gene-C2H21orf59,59529058,59542192,chr2,NC_023643.1
TCP10L,gene-TCP10L,59546886,59556571,chr2,NC_023643.1
EVA1C,gene-EVA1C,59612527,59717315,chr2,NC_023643.1
URB1,gene-URB1,59733260,59811990,chr2,NC_023643.1
LOC103217106,gene-LOC103217106,59760475,59762725,chr2,NC_023643.1
MRAP,gene-MRAP,59815547,59834674,chr2,NC_023643.1
MIS18A,gene-MIS18A,59853059,59865442,chr2,NC_023643.1
LOC103217135,gene-LOC103217135,59870072,59876303,chr2,NC_023643.1
LOC103217146,gene-LOC103217146,60132408,60133235,chr2,NC_023643.1
HUNK,gene-HUNK,60134093,60256533,chr2,NC_023643.1
SCAF4,gene-SCAF4,60397173,60459295,chr2,NC_023643.1
SOD1,gene-SOD1,60461219,60472999,chr2,NC_023643.1
LOC103217185,gene-LOC103217185,60553056,60555690,chr2,NC_023643.1
LOC103217216,gene-LOC103217216,60570865,60856078,chr2,NC_023643.1
TIAM1,gene-TIAM1,60573187,61015599,chr2,NC_023643.1
LOC103217236,gene-LOC103217236,61119711,61123929,chr2,NC_023643.1
LOC103217272,gene-LOC103217272,61238451,61241444,chr2,NC_023643.1
LOC103217268,gene-LOC103217268,61291163,61292358,chr2,NC_023643.1
LOC103217280,gene-LOC103217280,61310931,61312908,chr2,NC_023643.1
LOC103217287,gene-LOC103217287,61375011,61378681,chr2,NC_023643.1
LOC103217291,gene-LOC103217291,61385603,61388276,chr2,NC_023643.1
LOC103217301,gene-LOC103217301,61392690,61394509,chr2,NC_023643.1
LOC103217414,gene-LOC103217414,61501721,61517802,chr2,NC_023643.1
LOC103220988,gene-LOC103220988,61520347,61548948,chr2,NC_023643.1
LOC103217406,gene-LOC103217406,61709924,61711742,chr2,NC_023643.1
LOC103217386,gene-LOC103217386,61784774,61788599,chr2,NC_023643.1
LOC103217378,gene-LOC103217378,61789664,61793250,chr2,NC_023643.1
LOC103217368,gene-LOC103217368,61824483,61826454,chr2,NC_023643.1
LOC103217362,gene-LOC103217362,61851393,61854790,chr2,NC_023643.1
LOC103217345,gene-LOC103217345,61878206,61881526,chr2,NC_023643.1
LOC103217341,gene-LOC103217341,61886652,61891360,chr2,NC_023643.1
LOC103217332,gene-LOC103217332,61909708,61910985,chr2,NC_023643.1
LOC103217328,gene-LOC103217328,61913983,61916791,chr2,NC_023643.1
LOC103217322,gene-LOC103217322,61943212,61946955,chr2,NC_023643.1
LOC103217310,gene-LOC103217310,61950251,61956069,chr2,NC_023643.1
CLDN8,gene-CLDN8,62012738,62017840,chr2,NC_023643.1
CLDN17,gene-CLDN17,62067677,62071538,chr2,NC_023643.1
LOC103217429,gene-LOC103217429,62096476,62104297,chr2,NC_023643.1
LOC103217445,gene-LOC103217445,62259471,62270431,chr2,NC_023643.1
GRIK1,gene-GRIK1,62286828,62692061,chr2,NC_023643.1
LOC103217483,gene-LOC103217483,62466587,62530020,chr2,NC_023643.1
BACH1,gene-BACH1,62674834,63028825,chr2,NC_023643.1
MAP3K7CL,gene-MAP3K7CL,63047557,63092118,chr2,NC_023643.1
CCT8,gene-CCT8,63151783,63169249,chr2,NC_023643.1
USP16,gene-USP16,63170677,63201257,chr2,NC_023643.1
RWDD2B,gene-RWDD2B,63206863,63213752,chr2,NC_023643.1
LTN1,gene-LTN1,63226810,63291646,chr2,NC_023643.1
LOC103217608,gene-LOC103217608,63307272,63325080,chr2,NC_023643.1
N6AMT1,gene-N6AMT1,63348897,63363709,chr2,NC_023643.1
LOC103217627,gene-LOC103217627,63683759,63690603,chr2,NC_023643.1
LOC103217630,gene-LOC103217630,63975019,64012815,chr2,NC_023643.1
LOC103217638,gene-LOC103217638,64236487,64245165,chr2,NC_023643.1
LOC103217653,gene-LOC103217653,65125572,65127758,chr2,NC_023643.1
LOC103217681,gene-LOC103217681,65243168,65253407,chr2,NC_023643.1
ADAMTS5,gene-ADAMTS5,65252922,65359167,chr2,NC_023643.1
ADAMTS1,gene-ADAMTS1,65376288,65385398,chr2,NC_023643.1
LOC103217689,gene-LOC103217689,65419370,65463014,chr2,NC_023643.1
CYYR1,gene-CYYR1,65645101,65749566,chr2,NC_023643.1
LOC103217700,gene-LOC103217700,65711183,65833529,chr2,NC_023643.1
APP,gene-APP,66037224,66320860,chr2,NC_023643.1
LOC103217748,gene-LOC103217748,66416884,66419910,chr2,NC_023643.1
LOC103221030,gene-LOC103221030,66424125,66458196,chr2,NC_023643.1
LOC103217757,gene-LOC103217757,66476521,66491591,chr2,NC_023643.1
LOC103217752,gene-LOC103217752,66489526,66492422,chr2,NC_023643.1
GABPA,gene-GABPA,66502250,66539436,chr2,NC_023643.1
ATP5J,gene-ATP5J,66539014,66550186,chr2,NC_023643.1
JAM2,gene-JAM2,66557271,66635937,chr2,NC_023643.1
LOC103217817,gene-LOC103217817,66593479,66601667,chr2,NC_023643.1
MRPL39,gene-MRPL39,66666083,66902386,chr2,NC_023643.1
LOC103217839,gene-LOC103217839,66697929,66712503,chr2,NC_023643.1
LOC103217880,gene-LOC103217880,67237803,67241020,chr2,NC_023643.1
LOC103217885,gene-LOC103217885,67241990,67391754,chr2,NC_023643.1
LOC103217891,gene-LOC103217891,67423937,67520850,chr2,NC_023643.1
LOC103217913,gene-LOC103217913,67566994,67593454,chr2,NC_023643.1
LOC103217936,gene-LOC103217936,68117223,68211529,chr2,NC_023643.1
LOC103217950,gene-LOC103217950,68488738,68514848,chr2,NC_023643.1
LOC103217960,gene-LOC103217960,68553706,68657876,chr2,NC_023643.1
LOC103217982,gene-LOC103217982,69299501,69303063,chr2,NC_023643.1
LOC103217988,gene-LOC103217988,69315259,69316879,chr2,NC_023643.1
LOC103218004,gene-LOC103218004,69619938,69629704,chr2,NC_023643.1
LOC103218022,gene-LOC103218022,69794596,69847186,chr2,NC_023643.1
LOC103218012,gene-LOC103218012,69814409,69843635,chr2,NC_023643.1
LOC103218027,gene-LOC103218027,70506180,70520097,chr2,NC_023643.1
NCAM2,gene-NCAM2,71075834,71622707,chr2,NC_023643.1
LOC103218054,gene-LOC103218054,72410677,72425803,chr2,NC_023643.1
LOC103218060,gene-LOC103218060,72841570,72871914,chr2,NC_023643.1
LOC103218077,gene-LOC103218077,73147616,73200680,chr2,NC_023643.1
LOC103218074,gene-LOC103218074,73185537,73193240,chr2,NC_023643.1
TMPRSS15,gene-TMPRSS15,74195626,74326401,chr2,NC_023643.1
CHODL,gene-CHODL,74328127,74349919,chr2,NC_023643.1
LOC103218117,gene-LOC103218117,74360638,74366544,chr2,NC_023643.1
LOC103218112,gene-LOC103218112,74364182,74365477,chr2,NC_023643.1
LOC103218122,gene-LOC103218122,74610324,74629293,chr2,NC_023643.1
LOC103221053,gene-LOC103221053,74769538,74773888,chr2,NC_023643.1
C2H21orf91,gene-C2H21orf91,74773057,74802684,chr2,NC_023643.1
BTG3,gene-BTG3,74986522,75005834,chr2,NC_023643.1
CXADR,gene-CXADR,75027499,75078206,chr2,NC_023643.1
TRNAG-CCC,gene-TRNAG-CCC,75133713,75133783,chr2,NC_023643.1
LOC103218160,gene-LOC103218160,75148796,75152728,chr2,NC_023643.1
LOC103218164,gene-LOC103218164,75244502,75245459,chr2,NC_023643.1
LOC103218171,gene-LOC103218171,75563296,75823409,chr2,NC_023643.1
LOC103218181,gene-LOC103218181,75918982,76316595,chr2,NC_023643.1
LOC103218202,gene-LOC103218202,76644868,76658851,chr2,NC_023643.1
USP25,gene-USP25,76660926,76805153,chr2,NC_023643.1
LOC103218207,gene-LOC103218207,76793546,76796522,chr2,NC_023643.1
LOC103218222,gene-LOC103218222,77106800,77111513,chr2,NC_023643.1
LOC103218225,gene-LOC103218225,77265374,77270259,chr2,NC_023643.1
LOC103218231,gene-LOC103218231,77479999,77576967,chr2,NC_023643.1
NRIP1,gene-NRIP1,77480398,77583985,chr2,NC_023643.1
LOC103218255,gene-LOC103218255,77807498,77852469,chr2,NC_023643.1
SAMSN1,gene-SAMSN1,77870604,78038215,chr2,NC_023643.1
LOC103218312,gene-LOC103218312,78128243,78136205,chr2,NC_023643.1
HSPA13,gene-HSPA13,78136291,78148457,chr2,NC_023643.1
LOC103218320,gene-LOC103218320,78157007,78249473,chr2,NC_023643.1
LOC103218339,gene-LOC103218339,78275984,78278272,chr2,NC_023643.1
LIPI,gene-LIPI,78278754,78352973,chr2,NC_023643.1
RBM11,gene-RBM11,78390304,78395739,chr2,NC_023643.1
KCNE1,gene-KCNE1,78500755,78557275,chr2,NC_023643.1
RCAN1,gene-RCAN1,78561212,78658023,chr2,NC_023643.1
CLIC6,gene-CLIC6,78703815,78752183,chr2,NC_023643.1
RUNX1,gene-RUNX1,78819189,79082491,chr2,NC_023643.1
LOC103218472,gene-LOC103218472,78865981,78878314,chr2,NC_023643.1
LOC103218469,gene-LOC103218469,78896545,78900058,chr2,NC_023643.1
LOC103218467,gene-LOC103218467,78914836,78917122,chr2,NC_023643.1
LOC103218461,gene-LOC103218461,79070341,79098066,chr2,NC_023643.1
LOC103218455,gene-LOC103218455,79097173,79496461,chr2,NC_023643.1
LOC103218450,gene-LOC103218450,79099051,79106675,chr2,NC_023643.1
LOC103218445,gene-LOC103218445,79379234,79382996,chr2,NC_023643.1
LOC103218441,gene-LOC103218441,79388744,79390230,chr2,NC_023643.1
LOC103218437,gene-LOC103218437,79443760,79445053,chr2,NC_023643.1
LOC103218435,gene-LOC103218435,79608821,79757397,chr2,NC_023643.1
LOC103218521,gene-LOC103218521,79977132,80023111,chr2,NC_023643.1
SETD4,gene-SETD4,80062582,80105863,chr2,NC_023643.1
CBR1,gene-CBR1,80096743,80099982,chr2,NC_023643.1
LOC103218561,gene-LOC103218561,80156412,80157324,chr2,NC_023643.1
CBR3,gene-CBR3,80158842,80164208,chr2,NC_023643.1
DOPEY2,gene-DOPEY2,80173127,80290958,chr2,NC_023643.1
MORC3,gene-MORC3,80316047,80370971,chr2,NC_023643.1
CHAF1B,gene-CHAF1B,80379637,80409626,chr2,NC_023643.1
CLDN14,gene-CLDN14,80457907,80535855,chr2,NC_023643.1
LOC103221072,gene-LOC103221072,80459052,80537265,chr2,NC_023643.1
LOC103218590,gene-LOC103218590,80491297,80492725,chr2,NC_023643.1
SIM2,gene-SIM2,80680061,80730331,chr2,NC_023643.1
HLCS,gene-HLCS,80729064,80973188,chr2,NC_023643.1
LOC103218628,gene-LOC103218628,80852558,80854171,chr2,NC_023643.1
LOC103221079,gene-LOC103221079,80973096,80978604,chr2,NC_023643.1
RIPPLY3,gene-RIPPLY3,80992876,81001956,chr2,NC_023643.1
LOC103218611,gene-LOC103218611,80999541,81013324,chr2,NC_023643.1
PIGP,gene-PIGP,81026551,81048686,chr2,NC_023643.1
TTC3,gene-TTC3,81048675,81168315,chr2,NC_023643.1
DSCR3,gene-DSCR3,81187163,81231780,chr2,NC_023643.1
LOC103218672,gene-LOC103218672,81220526,81222999,chr2,NC_023643.1
DYRK1A,gene-DYRK1A,81318509,81467227,chr2,NC_023643.1
LOC103218741,gene-LOC103218741,81522435,81528250,chr2,NC_023643.1
KCNJ6,gene-KCNJ6,81569659,81878047,chr2,NC_023643.1
LOC103218747,gene-LOC103218747,81678452,81682672,chr2,NC_023643.1
LOC103218745,gene-LOC103218745,81776041,81799201,chr2,NC_023643.1
LOC103218767,gene-LOC103218767,81926391,81934581,chr2,NC_023643.1
LOC103218782,gene-LOC103218782,82157409,82164958,chr2,NC_023643.1
KCNJ15,gene-KCNJ15,82207680,82266863,chr2,NC_023643.1
LOC103218803,gene-LOC103218803,82228170,82244406,chr2,NC_023643.1
ERG,gene-ERG,82327088,82611341,chr2,NC_023643.1
LOC103218834,gene-LOC103218834,82743913,82748310,chr2,NC_023643.1
ETS2,gene-ETS2,82751196,82770051,chr2,NC_023643.1
LOC103218847,gene-LOC103218847,82801257,82803107,chr2,NC_023643.1
LOC103218861,gene-LOC103218861,82860204,82865000,chr2,NC_023643.1
LOC103218868,gene-LOC103218868,82941843,82952818,chr2,NC_023643.1
PSMG1,gene-PSMG1,83105263,83113289,chr2,NC_023643.1
BRWD1,gene-BRWD1,83115290,83245798,chr2,NC_023643.1
LOC103218894,gene-LOC103218894,83245798,83246726,chr2,NC_023643.1
HMGN1,gene-HMGN1,83296811,83303581,chr2,NC_023643.1
LOC103218915,gene-LOC103218915,83310914,83313962,chr2,NC_023643.1
LOC103218919,gene-LOC103218919,83314053,83322387,chr2,NC_023643.1
WRB,gene-WRB,83325731,83343004,chr2,NC_023643.1
LOC103218988,gene-LOC103218988,83332453,83333022,chr2,NC_023643.1
LCA5L,gene-LCA5L,83351507,83395096,chr2,NC_023643.1
SH3BGR,gene-SH3BGR,83395130,83458485,chr2,NC_023643.1
LOC103219019,gene-LOC103219019,83551967,83555136,chr2,NC_023643.1
B3GALT5,gene-B3GALT5,83561817,83606342,chr2,NC_023643.1
LOC103219035,gene-LOC103219035,83671466,83695487,chr2,NC_023643.1
IGSF5,gene-IGSF5,83696203,83733061,chr2,NC_023643.1
PCP4,gene-PCP4,83791520,83855289,chr2,NC_023643.1
LOC103219069,gene-LOC103219069,83932140,83959432,chr2,NC_023643.1
LOC103219062,gene-LOC103219062,83963591,83969338,chr2,NC_023643.1
DSCAM,gene-DSCAM,83969555,84738661,chr2,NC_023643.1
LOC103219047,gene-LOC103219047,84726315,84735715,chr2,NC_023643.1
LOC103219071,gene-LOC103219071,84782009,84782626,chr2,NC_023643.1
LOC103219078,gene-LOC103219078,84897057,84916131,chr2,NC_023643.1
LOC103219092,gene-LOC103219092,84966367,84980277,chr2,NC_023643.1
LOC103219096,gene-LOC103219096,84984037,84988104,chr2,NC_023643.1
LOC103219102,gene-LOC103219102,85054051,85068021,chr2,NC_023643.1
BACE2,gene-BACE2,85079404,85194908,chr2,NC_023643.1
FAM3B,gene-FAM3B,85211126,85277034,chr2,NC_023643.1
MX2,gene-MX2,85281752,85326736,chr2,NC_023643.1
MX1,gene-MX1,85333327,85368179,chr2,NC_023643.1
TMPRSS2,gene-TMPRSS2,85372881,85413717,chr2,NC_023643.1
RIPK4,gene-RIPK4,85627307,85654079,chr2,NC_023643.1
LOC103219219,gene-LOC103219219,85686292,85761365,chr2,NC_023643.1
LOC103220777,gene-LOC103220777,85752588,85760441,chr2,NC_023643.1
C2CD2,gene-C2CD2,85769419,85837269,chr2,NC_023643.1
LOC103219239,gene-LOC103219239,85810873,85811938,chr2,NC_023643.1
ZBTB21,gene-ZBTB21,85871708,85894964,chr2,NC_023643.1
UMODL1,gene-UMODL1,85894102,86023577,chr2,NC_023643.1
LOC103219282,gene-LOC103219282,85912888,85918721,chr2,NC_023643.1
LOC103219301,gene-LOC103219301,86062225,86068474,chr2,NC_023643.1
