seqid,start,end,id,name,seqid_old
chr18,34641758,34741608,gene-C18H18orf25,C18H18orf25,NC_023659.1
chr18,34783063,34810249,gene-HAUS1,HAUS1,NC_023659.1
chr18,34815924,34828052,gene-ATP5A1,ATP5A1,NC_023659.1
chr18,34842905,34937049,gene-PSTPIP2,PSTPIP2,NC_023659.1
chr18,34946778,35065449,gene-EPG5,EPG5,NC_023659.1
chr18,35070459,35087525,gene-SIGLEC15,SIGLEC15,NC_023659.1
chr18,35070882,35121826,gene-LOC103222487,LOC103222487,NC_023659.1
chr18,35148552,35176121,gene-SLC14A1,SLC14A1,NC_023659.1
chr18,35156803,35161699,gene-LOC103222484,LOC103222484,NC_023659.1
chr18,35209672,35684142,gene-SLC14A2,SLC14A2,NC_023659.1
chr18,35255319,35320697,gene-LOC103222482,LOC103222482,NC_023659.1
chr18,35383405,35395690,gene-LOC103222481,LOC103222481,NC_023659.1
chr18,35819559,36195895,gene-SETBP1,SETBP1,NC_023659.1
chr18,36443004,36465522,gene-LOC103222492,LOC103222492,NC_023659.1
chr18,37595187,37604931,gene-SYT4,SYT4,NC_023659.1
chr18,37751946,38132453,gene-RIT2,RIT2,NC_023659.1
chr18,38135747,38232547,gene-LOC103222498,LOC103222498,NC_023659.1
chr18,38137336,38141630,gene-LOC103222499,LOC103222499,NC_023659.1
chr18,38246487,38348901,gene-LOC103222500,LOC103222500,NC_023659.1
chr18,38557092,38559437,gene-LOC103222503,LOC103222503,NC_023659.1
chr18,38559659,38566275,gene-LOC103222502,LOC103222502,NC_023659.1
chr18,38713272,38717269,gene-LOC103222501,LOC103222501,NC_023659.1
chr18,38785476,38914279,gene-PIK3C3,PIK3C3,NC_023659.1
chr18,38813881,38816062,gene-LOC103222504,LOC103222504,NC_023659.1
chr18,39153688,39165091,gene-LOC103222508,LOC103222508,NC_023659.1
chr18,40580056,40606529,gene-LOC103222844,LOC103222844,NC_023659.1
chr18,40711330,40778112,gene-LOC103222509,LOC103222509,NC_023659.1
chr18,40837530,40845000,gene-LOC103222510,LOC103222510,NC_023659.1
chr18,41000575,41031732,gene-LOC103222512,LOC103222512,NC_023659.1
chr18,41011139,41017198,gene-LOC103222511,LOC103222511,NC_023659.1
chr18,41071299,41157787,gene-LOC103222513,LOC103222513,NC_023659.1
chr18,41349877,41351717,gene-LOC103222514,LOC103222514,NC_023659.1
chr18,41654198,41662638,gene-LOC103222515,LOC103222515,NC_023659.1
chr18,42828881,43314811,gene-LOC103222518,LOC103222518,NC_023659.1
chr18,43213956,43216358,gene-LOC103222519,LOC103222519,NC_023659.1
chr18,43314960,43635301,gene-CELF4,CELF4,NC_023659.1
chr18,43646581,43649672,gene-LOC103222520,LOC103222520,NC_023659.1
chr18,43653351,44004935,gene-KIAA1328,KIAA1328,NC_023659.1
chr18,44004591,44046612,gene-TPGS2,TPGS2,NC_023659.1
chr18,44053360,44540820,gene-FHOD3,FHOD3,NC_023659.1
chr18,44073166,44075795,gene-LOC103222525,LOC103222525,NC_023659.1
chr18,44131293,44149038,gene-LOC103222524,LOC103222524,NC_023659.1
chr18,44570277,44627641,gene-MOCOS,MOCOS,NC_023659.1
chr18,44640636,44680972,gene-ELP2,ELP2,NC_023659.1
chr18,44681718,44702741,gene-SLC39A6,SLC39A6,NC_023659.1
chr18,44735013,44808023,gene-RPRD1A,RPRD1A,NC_023659.1
chr18,44823095,44829830,gene-C18H18orf21,C18H18orf21,NC_023659.1
chr18,45080786,45156776,gene-GALNT1,GALNT1,NC_023659.1
chr18,45095327,45096845,gene-LOC103222534,LOC103222534,NC_023659.1
chr18,45282846,45311885,gene-INO80C,INO80C,NC_023659.1
chr18,45339790,45368099,gene-LOC103222538,LOC103222538,NC_023659.1
chr18,45398167,45405683,gene-ZNF396,ZNF396,NC_023659.1
chr18,45416950,45417563,gene-LOC103222540,LOC103222540,NC_023659.1
chr18,45418556,45430743,gene-ZNF24,ZNF24,NC_023659.1
chr18,45456463,45526907,gene-ZNF397,ZNF397,NC_023659.1
chr18,45475194,45615750,gene-ZSCAN30,ZSCAN30,NC_023659.1
chr18,45492723,45492951,gene-LOC103222545,LOC103222545,NC_023659.1
chr18,45615849,45775688,gene-MAPRE2,MAPRE2,NC_023659.1
chr18,45626541,45627678,gene-LOC103222542,LOC103222542,NC_023659.1
chr18,45788572,45805573,gene-LOC103222547,LOC103222547,NC_023659.1
chr18,45837205,45845762,gene-LOC103222548,LOC103222548,NC_023659.1
chr18,45855444,46253842,gene-DTNA,DTNA,NC_023659.1
chr18,46519566,46901694,gene-NOL4,NOL4,NC_023659.1
chr18,46580463,46583107,gene-LOC103222553,LOC103222553,NC_023659.1
chr18,46714115,46716755,gene-LOC103222552,LOC103222552,NC_023659.1
chr18,46981122,46989365,gene-LOC103222555,LOC103222555,NC_023659.1
chr18,46988038,47160193,gene-ASXL3,ASXL3,NC_023659.1
chr18,47296216,47805502,gene-CCDC178,CCDC178,NC_023659.1
chr18,47365102,47365740,gene-LOC103222556,LOC103222556,NC_023659.1
chr18,47945678,47952572,gene-LOC103222558,LOC103222558,NC_023659.1
chr18,47964592,48065840,gene-KLHL14,KLHL14,NC_023659.1
chr18,47998910,48192805,gene-LOC103222563,LOC103222563,NC_023659.1
chr18,48192929,48194153,gene-LOC103222562,LOC103222562,NC_023659.1
chr18,48287589,48483135,gene-GAREM,GAREM,NC_023659.1
chr18,48395969,48396473,gene-LOC103222559,LOC103222559,NC_023659.1
chr18,48519933,48551223,gene-MEP1B,MEP1B,NC_023659.1
chr18,48604241,48643834,gene-RNF138,RNF138,NC_023659.1
chr18,48635316,48636808,gene-LOC103222567,LOC103222567,NC_023659.1
chr18,48665694,48712371,gene-RNF125,RNF125,NC_023659.1
chr18,48788760,48900322,gene-TRAPPC8,TRAPPC8,NC_023659.1
chr18,48963081,48966383,gene-SLC25A52,SLC25A52,NC_023659.1
chr18,49037348,49101769,gene-B4GALT6,B4GALT6,NC_023659.1
chr18,49124302,49131495,gene-TTR,TTR,NC_023659.1
chr18,49174539,49227519,gene-DSG2,DSG2,NC_023659.1
chr18,49231138,49245383,gene-LOC103222578,LOC103222578,NC_023659.1
chr18,49252048,49284238,gene-DSG3,DSG3,NC_023659.1
chr18,49316206,49343929,gene-DSG4,DSG4,NC_023659.1
chr18,49372261,49408818,gene-DSG1,DSG1,NC_023659.1
chr18,49547141,49578226,gene-DSC1,DSC1,NC_023659.1
chr18,49596870,49637587,gene-DSC2,DSC2,NC_023659.1
chr18,49660067,49709762,gene-DSC3,DSC3,NC_023659.1
chr18,49900628,49901649,gene-LOC103222584,LOC103222584,NC_023659.1
chr18,51424373,51503672,gene-LOC103222586,LOC103222586,NC_023659.1
chr18,51790277,51836912,gene-LOC103222588,LOC103222588,NC_023659.1
chr18,52025596,52054801,gene-LOC103222593,LOC103222593,NC_023659.1
chr18,52043952,52045687,gene-LOC103222592,LOC103222592,NC_023659.1
chr18,52045711,52396454,gene-LOC103222591,LOC103222591,NC_023659.1
chr18,52405061,52411549,gene-LOC103222597,LOC103222597,NC_023659.1
chr18,52426381,52652986,gene-CDH2,CDH2,NC_023659.1
chr18,52564806,52567714,gene-LOC103222595,LOC103222595,NC_023659.1
chr18,53397448,53675782,gene-CHST9,CHST9,NC_023659.1
chr18,53422336,53537671,gene-LOC103222605,LOC103222605,NC_023659.1
chr18,53621274,53646344,gene-LOC103222603,LOC103222603,NC_023659.1
chr18,53658028,53660007,gene-LOC103222602,LOC103222602,NC_023659.1
chr18,53660788,53727177,gene-LOC103222601,LOC103222601,NC_023659.1
chr18,53729143,53742916,gene-AQP4,AQP4,NC_023659.1
chr18,53809565,53936939,gene-LOC103222608,LOC103222608,NC_023659.1
chr18,53933015,54132849,gene-KCTD1,KCTD1,NC_023659.1
chr18,54171852,54176650,gene-LOC103222609,LOC103222609,NC_023659.1
chr18,54198730,54357101,gene-TAF4B,TAF4B,NC_023659.1
chr18,54384955,54441692,gene-PSMA8,PSMA8,NC_023659.1
chr18,54477339,54548920,gene-SS18,SS18,NC_023659.1
chr18,54659021,54670444,gene-LOC103222613,LOC103222613,NC_023659.1
chr18,55189003,55482150,gene-ZNF521,ZNF521,NC_023659.1
chr18,55487045,55488412,gene-LOC103222615,LOC103222615,NC_023659.1
chr18,55612142,55824667,gene-LOC103222617,LOC103222617,NC_023659.1
chr18,56056522,56095194,gene-HRH4,HRH4,NC_023659.1
chr18,56081440,56123067,gene-IMPACT,IMPACT,NC_023659.1
chr18,56122942,56370730,gene-OSBPL1A,OSBPL1A,NC_023659.1
chr18,56371478,56395160,gene-CABYR,CABYR,NC_023659.1
chr18,56376666,56388748,gene-LOC103222622,LOC103222622,NC_023659.1
chr18,56397867,56542331,gene-TTC39C,TTC39C,NC_023659.1
chr18,56435475,56458018,gene-LOC103222629,LOC103222629,NC_023659.1
chr18,56489837,56491766,gene-LOC103222628,LOC103222628,NC_023659.1
chr18,56517857,56534703,gene-LOC103222625,LOC103222625,NC_023659.1
chr18,56539990,56540842,gene-LOC103222624,LOC103222624,NC_023659.1
chr18,56580245,56851381,gene-LAMA3,LAMA3,NC_023659.1
chr18,56879788,56943189,gene-ANKRD29,ANKRD29,NC_023659.1
chr18,56956557,57007951,gene-NPC1,NPC1,NC_023659.1
chr18,57007889,57036438,gene-C18H18orf8,C18H18orf8,NC_023659.1
chr18,57048500,57078770,gene-RIOK3,RIOK3,NC_023659.1
chr18,57088629,57238430,gene-TMEM241,TMEM241,NC_023659.1
chr18,57253843,57378969,gene-CABLES1,CABLES1,NC_023659.1
chr18,57365721,57380019,gene-LOC103222640,LOC103222640,NC_023659.1
chr18,57407227,57408594,gene-LOC103222642,LOC103222642,NC_023659.1
chr18,57501070,57617301,gene-RBBP8,RBBP8,NC_023659.1
chr18,57597002,57788070,gene-LOC103222644,LOC103222644,NC_023659.1
chr18,57823768,57825384,gene-LOC103222648,LOC103222648,NC_023659.1
chr18,57944327,57956116,gene-LOC103222651,LOC103222651,NC_023659.1
chr18,58004393,58005879,gene-LOC103222650,LOC103222650,NC_023659.1
chr18,58054921,58075206,gene-LOC103222652,LOC103222652,NC_023659.1
chr18,58092734,58100018,gene-CTAGE1,CTAGE1,NC_023659.1
chr18,58208838,58236968,gene-LOC103222656,LOC103222656,NC_023659.1
chr18,58208872,58217277,gene-LOC103222657,LOC103222657,NC_023659.1
chr18,58312328,58345472,gene-GATA6,GATA6,NC_023659.1
chr18,58367462,58370434,gene-LOC103222659,LOC103222659,NC_023659.1
chr18,58628381,58759692,gene-MIB1,MIB1,NC_023659.1
chr18,58667067,58674545,gene-LOC103222660,LOC103222660,NC_023659.1
chr18,58795497,58842714,gene-ABHD3,ABHD3,NC_023659.1
chr18,58819211,58821634,gene-LOC103222663,LOC103222663,NC_023659.1
chr18,58845654,58854176,gene-LOC103222665,LOC103222665,NC_023659.1
chr18,58860447,58876216,gene-SNRPD1,SNRPD1,NC_023659.1
chr18,58887158,58957605,gene-ESCO1,ESCO1,NC_023659.1
chr18,58960397,59104188,gene-GREB1L,GREB1L,NC_023659.1
chr18,59025655,59033187,gene-LOC103222668,LOC103222668,NC_023659.1
chr18,59257356,59259982,gene-LOC103222850,LOC103222850,NC_023659.1
chr18,59384822,59538780,gene-ROCK1,ROCK1,NC_023659.1
chr18,59568934,59622467,gene-USP14,USP14,NC_023659.1
chr18,59624623,59676133,gene-THOC1,THOC1,NC_023659.1
chr18,59701131,59884445,gene-COLEC12,COLEC12,NC_023659.1
chr18,59778691,59782270,gene-LOC103222673,LOC103222673,NC_023659.1
chr18,59949920,59951949,gene-LOC103222675,LOC103222675,NC_023659.1
chr18,59952305,59954453,gene-CETN1,CETN1,NC_023659.1
chr18,59967106,60022615,gene-CLUL1,CLUL1,NC_023659.1
chr18,59995856,60014360,gene-LOC103222677,LOC103222677,NC_023659.1
chr18,60030640,60043297,gene-TYMS,TYMS,NC_023659.1
chr18,60042711,60080954,gene-ENOSF1,ENOSF1,NC_023659.1
chr18,60086011,60168973,gene-YES1,YES1,NC_023659.1
chr18,60259119,60260013,gene-LOC103222684,LOC103222684,NC_023659.1
chr18,60259479,60267302,gene-ADCYAP1,ADCYAP1,NC_023659.1
chr18,60470417,60560723,gene-LOC103222685,LOC103222685,NC_023659.1
chr18,60520629,60529961,gene-LOC103222687,LOC103222687,NC_023659.1
chr18,60760665,60832691,gene-LOC103222689,LOC103222689,NC_023659.1
chr18,61767806,61834994,gene-METTL4,METTL4,NC_023659.1
chr18,61835027,61882660,gene-NDC80,NDC80,NC_023659.1
chr18,61921477,62069187,gene-SMCHD1,SMCHD1,NC_023659.1
chr18,62095750,62111363,gene-LOC103222698,LOC103222698,NC_023659.1
chr18,62110324,62171066,gene-EMILIN2,EMILIN2,NC_023659.1
chr18,62152837,62265992,gene-LPIN2,LPIN2,NC_023659.1
chr18,62258317,62259761,gene-LOC103222695,LOC103222695,NC_023659.1
chr18,62321086,62474955,gene-MYOM1,MYOM1,NC_023659.1
chr18,62496372,62504835,gene-MYL12A,MYL12A,NC_023659.1
chr18,62504579,62509919,gene-LOC103222702,LOC103222702,NC_023659.1
chr18,62510012,62527027,gene-MYL12B,MYL12B,NC_023659.1
chr18,62687580,62690426,gene-LOC103222706,LOC103222706,NC_023659.1
chr18,62691705,62698265,gene-TGIF1,TGIF1,NC_023659.1
chr18,62705945,62747788,gene-LOC103222711,LOC103222711,NC_023659.1
chr18,62731283,63680849,gene-DLGAP1,DLGAP1,NC_023659.1
chr18,62768699,62774683,gene-LOC103222709,LOC103222709,NC_023659.1
chr18,63200381,63202309,gene-LOC103222707,LOC103222707,NC_023659.1
chr18,63810767,63812695,gene-LOC103222712,LOC103222712,NC_023659.1
chr18,64258502,64313587,gene-C18H18orf42,C18H18orf42,NC_023659.1
chr18,64388984,64398969,gene-ZBTB14,ZBTB14,NC_023659.1
chr18,64393182,64398424,gene-LOC103222855,LOC103222855,NC_023659.1
chr18,64489194,64704733,gene-EPB41L3,EPB41L3,NC_023659.1
chr18,64677317,64679223,gene-LOC103222716,LOC103222716,NC_023659.1
chr18,64795354,64837001,gene-LOC103222719,LOC103222719,NC_023659.1
chr18,64895376,64897210,gene-LOC103222720,LOC103222720,NC_023659.1
chr18,64911007,64940796,gene-LOC103222721,LOC103222721,NC_023659.1
chr18,64961319,64966946,gene-TMEM200C,TMEM200C,NC_023659.1
chr18,64988446,65063246,gene-LOC103222723,LOC103222723,NC_023659.1
chr18,65021865,65024867,gene-LOC103222724,LOC103222724,NC_023659.1
chr18,65029701,65471816,gene-L3MBTL4,L3MBTL4,NC_023659.1
chr18,65565803,65720956,gene-C18H18orf64,C18H18orf64,NC_023659.1
chr18,65622544,65635172,gene-LOC103222726,LOC103222726,NC_023659.1
chr18,65783800,65971262,gene-ARHGAP28,ARHGAP28,NC_023659.1
chr18,65933990,65989622,gene-LOC103222728,LOC103222728,NC_023659.1
chr18,65989624,65993238,gene-LOC103222730,LOC103222730,NC_023659.1
chr18,65996233,66162510,gene-LAMA1,LAMA1,NC_023659.1
chr18,66258023,66261327,gene-LRRC30,LRRC30,NC_023659.1
chr18,66274979,66387007,gene-LOC103222733,LOC103222733,NC_023659.1
chr18,66318166,66320343,gene-LOC103222734,LOC103222734,NC_023659.1
chr18,66564562,67398541,gene-PTPRM,PTPRM,NC_023659.1
chr18,66826195,66827138,gene-LOC103222738,LOC103222738,NC_023659.1
chr18,67355737,67359436,gene-LOC103222736,LOC103222736,NC_023659.1
chr18,67409290,67475596,gene-LOC103222740,LOC103222740,NC_023659.1
chr18,67572529,67600646,gene-RAB12,RAB12,NC_023659.1
chr18,67666982,67792792,gene-MTCL1,MTCL1,NC_023659.1
chr18,67723068,67728610,gene-LOC103222742,LOC103222742,NC_023659.1
chr18,67889257,67891723,gene-LOC103222745,LOC103222745,NC_023659.1
chr18,67897698,67899330,gene-LOC103222746,LOC103222746,NC_023659.1
chr18,67913002,67936182,gene-LOC103222747,LOC103222747,NC_023659.1
chr18,67987856,68005747,gene-LOC103222749,LOC103222749,NC_023659.1
chr18,68018120,68052883,gene-NDUFV2,NDUFV2,NC_023659.1
chr18,68052882,68055184,gene-LOC103222750,LOC103222750,NC_023659.1
chr18,68055330,68189543,gene-ANKRD12,ANKRD12,NC_023659.1
chr18,68225350,68289458,gene-TWSG1,TWSG1,NC_023659.1
chr18,68323301,68325246,gene-LOC103222757,LOC103222757,NC_023659.1
chr18,68327860,68342688,gene-LOC103222756,LOC103222756,NC_023659.1
chr18,68353823,68415221,gene-RALBP1,RALBP1,NC_023659.1
chr18,68417293,68488683,gene-PPP4R1,PPP4R1,NC_023659.1
chr18,68583178,68736182,gene-RAB31,RAB31,NC_023659.1
chr18,68616348,68616982,gene-LOC103222761,LOC103222761,NC_023659.1
chr18,68736393,68737881,gene-LOC103222765,LOC103222765,NC_023659.1
chr18,68757934,68760701,gene-TXNDC2,TXNDC2,NC_023659.1
chr18,68770167,68779522,gene-LOC103222766,LOC103222766,NC_023659.1
chr18,68784786,68825333,gene-VAPA,VAPA,NC_023659.1
chr18,68906377,68909666,gene-LOC103222769,LOC103222769,NC_023659.1
chr18,68909669,68943578,gene-LOC103222771,LOC103222771,NC_023659.1
chr18,68929793,68930393,gene-LOC103222770,LOC103222770,NC_023659.1
chr18,69074308,69080199,gene-LOC103222772,LOC103222772,NC_023659.1
chr18,69089646,69139012,gene-LOC103222775,LOC103222775,NC_023659.1
chr18,69179882,69254103,gene-LOC103222773,LOC103222773,NC_023659.1
chr18,69283352,69317504,gene-APCDD1,APCDD1,NC_023659.1
chr18,69301047,69317541,gene-LOC103222777,LOC103222777,NC_023659.1
chr18,69354733,69379104,gene-NAPG,NAPG,NC_023659.1
chr18,69389414,69436128,gene-IMPA2,IMPA2,NC_023659.1
chr18,69484134,69507797,gene-MPPE1,MPPE1,NC_023659.1
chr18,69508254,69699628,gene-GNAL,GNAL,NC_023659.1
chr18,69515828,69516944,gene-LOC103222784,LOC103222784,NC_023659.1
chr18,69534547,69539377,gene-CHMP1B,CHMP1B,NC_023659.1
chr18,69614818,69617984,gene-LOC103222781,LOC103222781,NC_023659.1
chr18,69753995,69774528,gene-LOC103222786,LOC103222786,NC_023659.1
chr18,69759619,69771997,gene-LOC103222787,LOC103222787,NC_023659.1
chr18,69838515,69844293,gene-LOC103222789,LOC103222789,NC_023659.1
chr18,69838697,69936128,gene-LOC103222788,LOC103222788,NC_023659.1
chr18,70144305,70160177,gene-LOC103222790,LOC103222790,NC_023659.1
chr18,70161961,70623912,gene-PIEZO2,PIEZO2,NC_023659.1
chr18,70236680,70238475,gene-LOC103222795,LOC103222795,NC_023659.1
chr18,70430113,70433134,gene-LOC103222794,LOC103222794,NC_023659.1
chr18,70571222,70573327,gene-LOC103222792,LOC103222792,NC_023659.1
chr18,70631140,70635693,gene-LOC103222797,LOC103222797,NC_023659.1
chr18,70654297,70735080,gene-ANKRD62,ANKRD62,NC_023659.1
chr18,70737472,70746839,gene-LOC103222802,LOC103222802,NC_023659.1
chr18,70746854,70790090,gene-LOC103222800,LOC103222800,NC_023659.1
chr18,70765321,70767107,gene-LOC103222801,LOC103222801,NC_023659.1
chr18,70802616,70822365,gene-LOC103222859,LOC103222859,NC_023659.1
chr18,70826186,70826806,gene-LOC103222806,LOC103222806,NC_023659.1
chr18,70836188,70853917,gene-CIDEA,CIDEA,NC_023659.1
chr18,70870576,70888560,gene-TUBB6,TUBB6,NC_023659.1
chr18,70890939,70939504,gene-AFG3L2,AFG3L2,NC_023659.1
chr18,70957851,70980729,gene-SLMO1,SLMO1,NC_023659.1
chr18,70995611,71178844,gene-SPIRE1,SPIRE1,NC_023659.1
chr18,71007260,71008928,gene-LOC103222813,LOC103222813,NC_023659.1
chr18,71019593,71024990,gene-LOC103222812,LOC103222812,NC_023659.1
chr18,71186831,71244071,gene-PSMG2,PSMG2,NC_023659.1
chr18,71192753,71221909,gene-CEP76,CEP76,NC_023659.1
chr18,71302082,71400201,gene-PTPN2,PTPN2,NC_023659.1
chr18,71306974,71308373,gene-LOC103222818,LOC103222818,NC_023659.1
chr18,71439827,71442275,gene-LOC103222820,LOC103222820,NC_023659.1
chr18,71453924,71492289,gene-SEH1L,SEH1L,NC_023659.1
chr18,71524313,71632482,gene-CEP192,CEP192,NC_023659.1
chr18,71705206,72132544,gene-LDLRAD4,LDLRAD4,NC_023659.1
chr18,71748632,71750908,gene-LOC103222861,LOC103222861,NC_023659.1
chr18,71934401,71940801,gene-LOC103222829,LOC103222829,NC_023659.1
chr18,72094790,72097858,gene-LOC103222828,LOC103222828,NC_023659.1
chr18,72140795,72142905,gene-LOC103222830,LOC103222830,NC_023659.1
chr18,72144944,72203303,gene-FAM210A,FAM210A,NC_023659.1
chr18,72203405,72242527,gene-RNMT,RNMT,NC_023659.1
chr18,72255820,72259660,gene-LOC103222833,LOC103222833,NC_023659.1
chr18,72263016,72268436,gene-MC5R,MC5R,NC_023659.1
chr18,72286380,72296607,gene-MC2R,MC2R,NC_023659.1
chr19,1024325,1073723,gene-GAB4,GAB4,NC_023660.1
chr19,1074073,1075807,gene-LOC103222862,LOC103222862,NC_023660.1
chr19,1088328,1123505,gene-LOC103223590,LOC103223590,NC_023660.1
chr19,1121427,1257156,gene-LOC103222863,LOC103222863,NC_023660.1
chr19,1288106,1319023,gene-IL17RA,IL17RA,NC_023660.1
chr19,1321527,1325003,gene-CECR6,CECR6,NC_023660.1
chr19,1344943,1365791,gene-CECR5,CECR5,NC_023660.1
chr19,1369983,1372467,gene-LOC103222868,LOC103222868,NC_023660.1
chr19,1387408,1429891,gene-CECR1,CECR1,NC_023660.1
chr19,1409259,1430309,gene-LOC103222869,LOC103222869,NC_023660.1
chr19,1542960,1572545,gene-LOC103223591,LOC103223591,NC_023660.1
chr19,1578349,1777262,gene-CECR2,CECR2,NC_023660.1
chr19,1781128,1805237,gene-SLC25A18,SLC25A18,NC_023660.1
chr19,1806105,1807588,gene-LOC103222873,LOC103222873,NC_023660.1
chr19,1808336,1840567,gene-ATP6V1E1,ATP6V1E1,NC_023660.1
chr19,1854382,1944356,gene-BCL2L13,BCL2L13,NC_023660.1
chr19,1949550,1983693,gene-BID,BID,NC_023660.1
chr19,1986702,1987967,gene-LOC103222877,LOC103222877,NC_023660.1
chr19,1997701,2224228,gene-MICAL3,MICAL3,NC_023660.1
chr19,2055786,2060729,gene-LOC103222880,LOC103222880,NC_023660.1
chr19,2064624,2069823,gene-LOC103222879,LOC103222879,NC_023660.1
chr19,2273321,2285085,gene-PEX26,PEX26,NC_023660.1
chr19,2285290,2288955,gene-LOC103222883,LOC103222883,NC_023660.1
chr19,2306557,2330789,gene-TUBA8,TUBA8,NC_023660.1
chr19,2338928,2347436,gene-LOC103222890,LOC103222890,NC_023660.1
chr19,2358049,2371091,gene-USP18,USP18,NC_023660.1
chr19,2368554,2380080,gene-LOC103222886,LOC103222886,NC_023660.1
chr19,2380532,2394025,gene-LOC103222885,LOC103222885,NC_023660.1
chr19,2408163,2551374,gene-LOC103222897,LOC103222897,NC_023660.1
chr19,2436534,2441930,gene-DGCR6,DGCR6,NC_023660.1
chr19,2443145,2458101,gene-LOC103222895,LOC103222895,NC_023660.1
chr19,2501026,2501643,gene-LOC103222894,LOC103222894,NC_023660.1
chr19,2560452,2561540,gene-LOC103223593,LOC103223593,NC_023660.1
chr19,2569841,2703703,gene-LOC103222898,LOC103222898,NC_023660.1
chr19,2720771,2737989,gene-RAB36,RAB36,NC_023660.1
chr19,2740897,2824054,gene-RTDR1,RTDR1,NC_023660.1
chr19,2758097,2812306,gene-GNAZ,GNAZ,NC_023660.1
chr19,2981759,3877778,gene-LOC103222934,LOC103222934,NC_023660.1
chr19,2998281,3000278,gene-LOC103222935,LOC103222935,NC_023660.1
chr19,3003641,3897038,gene-LOC103222926,LOC103222926,NC_023660.1
chr19,3068545,3072045,gene-LOC103222931,LOC103222931,NC_023660.1
chr19,3159901,3163363,gene-LOC103222929,LOC103222929,NC_023660.1
chr19,3180435,3241844,gene-LOC103222928,LOC103222928,NC_023660.1
chr19,3301804,3304542,gene-LOC103222923,LOC103222923,NC_023660.1
chr19,3310158,3313608,gene-LOC103222922,LOC103222922,NC_023660.1
chr19,3321356,3323429,gene-LOC103222921,LOC103222921,NC_023660.1
chr19,3325960,3327363,gene-LOC103222920,LOC103222920,NC_023660.1
chr19,3329382,3349012,gene-LOC103222919,LOC103222919,NC_023660.1
chr19,3413462,3426379,gene-LOC103222918,LOC103222918,NC_023660.1
chr19,3457060,3463629,gene-ZNF280A,ZNF280A,NC_023660.1
chr19,3468032,3491475,gene-ZNF280B,ZNF280B,NC_023660.1
chr19,3669401,3671674,gene-LOC103222914,LOC103222914,NC_023660.1
chr19,3711354,3719082,gene-LOC103222912,LOC103222912,NC_023660.1
chr19,3728491,3729164,gene-LOC103222911,LOC103222911,NC_023660.1
chr19,3822957,3832252,gene-LOC103222907,LOC103222907,NC_023660.1
chr19,3834716,3859946,gene-LOC103223583,LOC103223583,NC_023660.1
chr19,3839977,3841959,gene-LOC103222906,LOC103222906,NC_023660.1
chr19,3904019,3905853,gene-LOC103222905,LOC103222905,NC_023660.1
chr19,3915347,3917065,gene-LOC103223594,LOC103223594,NC_023660.1
chr19,3928526,3933844,gene-LOC103223595,LOC103223595,NC_023660.1
chr19,3943012,3945275,gene-LOC103222904,LOC103222904,NC_023660.1
chr19,3968745,3990468,gene-LOC103223596,LOC103223596,NC_023660.1
chr19,4012858,4027551,gene-LOC103223597,LOC103223597,NC_023660.1
chr19,4091778,4093117,gene-LOC103222937,LOC103222937,NC_023660.1
chr19,4108732,4129276,gene-LOC103222936,LOC103222936,NC_023660.1
chr19,4137823,4163860,gene-TOP3B,TOP3B,NC_023660.1
chr19,4167925,4200550,gene-PPM1F,PPM1F,NC_023660.1
chr19,4246144,4352648,gene-MAPK1,MAPK1,NC_023660.1
chr19,4375294,4400450,gene-LOC103223598,LOC103223598,NC_023660.1
chr19,4378483,4409498,gene-YPEL1,YPEL1,NC_023660.1
chr19,4412575,4448759,gene-PPIL2,PPIL2,NC_023660.1
chr19,4448994,4453422,gene-LOC103222943,LOC103222943,NC_023660.1
chr19,4465795,4467882,gene-SDF2L1,SDF2L1,NC_023660.1
chr19,4472976,4478265,gene-CCDC116,CCDC116,NC_023660.1
chr19,4479690,4481915,gene-YDJC,YDJC,NC_023660.1
chr19,4485960,4538838,gene-UBE2L3,UBE2L3,NC_023660.1
chr19,4549898,4556217,gene-LOC103222948,LOC103222948,NC_023660.1
chr19,4584633,4622519,gene-HIC2,HIC2,NC_023660.1
chr19,4641335,4641874,gene-LOC103222950,LOC103222950,NC_023660.1
chr19,4642322,4645078,gene-TMEM191C,TMEM191C,NC_023660.1
chr19,4648184,4797573,gene-PI4KA,PI4KA,NC_023660.1
chr19,4709896,4724620,gene-SERPIND1,SERPIND1,NC_023660.1
chr19,4797690,4827573,gene-SNAP29,SNAP29,NC_023660.1
chr19,4855633,4889674,gene-CRKL,CRKL,NC_023660.1
chr19,4901118,4917290,gene-AIFM3,AIFM3,NC_023660.1
chr19,4917381,4935174,gene-LZTR1,LZTR1,NC_023660.1
chr19,4935872,4938181,gene-THAP7,THAP7,NC_023660.1
chr19,4946550,4949201,gene-LOC103222961,LOC103222961,NC_023660.1
chr19,4958713,4969443,gene-LOC103223600,LOC103223600,NC_023660.1
chr19,4961221,4964739,gene-LOC103222960,LOC103222960,NC_023660.1
chr19,4970147,4973603,gene-SLC7A4,SLC7A4,NC_023660.1
chr19,4977239,4988103,gene-LOC103222965,LOC103222965,NC_023660.1
chr19,4988262,5005253,gene-LOC103222966,LOC103222966,NC_023660.1
chr19,5100479,5103968,gene-LOC103223603,LOC103223603,NC_023660.1
chr19,5107617,5111920,gene-LOC103222971,LOC103222971,NC_023660.1
